name,Type,Region,Zone
MiddleCreek1,Hydro,BCHA,CAN
MiddleCreek2,Hydro,BCHA,CAN
MIddleFork1,Hydro,CIPV,CA
MIddleFork2,Hydro,CIPV,CA
MiddleForkIrrD1,Hydro,BPAT,PNW
MiddleForkIrrD2,Hydro,BPAT,PNW
MiddleForkIrrD3,Hydro,BPAT,PNW
MiddleGorge1,Hydro,LDWP,CA
MidValley1,Biomass,CISC,CA
MidValley2,Biomass,CISC,CA
Midway_QF,Biomass,CIPV,CA
MidwaySunsetA,CHP-QF,CIPV,CA
MidwaySunsetB,CHP-QF,CIPV,CA
MidwaySunsetC,CHP-QF,CIPV,CA
MidWind,Wind,CISC,CA
MilagroCogenA,Gas CT,WALC,AZ
MilagroCogenB,Gas CT,WALC,AZ
Mile28Water1,Hydro,IPMV,PNW
Mile28Water2,Hydro,IPMV,PNW
MilfordWind1,Wind,LDWP,CA
MilfordWind2,Wind,LDWP,CA
MillCreek_OR,Hydro,BPAT,PNW
MillCreek1,Hydro,CISC,CA
MillCreek2_2,Hydro,CISC,CA
MillCreek2_3,Hydro,CISC,CA
MillCreek3_4,Hydro,CISC,CA
MillCreek3_5,Hydro,CISC,CA
MillcreekPwrGen1,Gas CT,PAUT,UT
MillcreekPwrGen2,Gas CT,PAUT,UT
MillenniumCC-Total,Gas CC,AESO,CAN
Miller_North,Wind,BPAT,PNW
MillerRanchWind,Wind,BPAT,PNW
Milliken1,Biomass,CISC,CA
Milliken2,Biomass,CISC,CA
Milner_Hydro_1,Hydro,IPMV,PNW
Milner_Hydro_2,Hydro,IPMV,PNW
Milner_Hydro_3,Hydro,IPMV,PNW
MilnerDamWind,Wind,IPMV,PNW
Minidoka_6,Hydro,IPMV,PNW
Minidoka_7,Hydro,IPMV,PNW
Minidoka_8,Hydro,IPMV,PNW
Minidoka_9,Hydro,IPMV,PNW
Minnehik_1A_1,Gas CT,AESO,CAN
Minnehik_1B_1,Gas CT,AESO,CAN
Minnehik_2_1,Gas CT,AESO,CAN
MintFarmCC-Total,Gas CC,PSEI,PNW
MiraLomaPeaker,Gas CT,CISC,CA
MiramarEnergy1,Gas CT,CISD,CA
MiramarEnergy2,Gas CT,CISD,CA
MM_LopezEnergy1,Biomass,CISC,CA
MM_LopezEnergy2,Biomass,CISC,CA
MM_SD_Miramar1,Biomass,CISD,CA
MM_SD_Miramar2,Biomass,CISD,CA
MM_SD_Miramar3,Biomass,CISD,CA
MM_SD_Miramar4,Biomass,CISD,CA
MM_SDNorthCity1,Biomass,CISD,CA
MM_SDNorthCity2,Biomass,CISD,CA
MM_SDNorthCity3,Biomass,CISD,CA
MM_SDNorthCity4,Biomass,CISD,CA
MM_WestCovina2,Biomass,CISC,CA
MM_WestCovina3,Biomass,CISC,CA
MMC-Escondido-Rpwr,Gas CT,CISD,CA
Moccasin_1,Hydro,CIPV,CA
Moccasin_2,Hydro,CIPV,CA
MoccasinLowHead,Hydro,CIPV,CA
Mojave_Siphon_1,Hydro,CISC,CA
Mojave_Siphon_2,Hydro,CISC,CA
Mojave_Siphon_3,Hydro,CISC,CA
MojaveCC-Total,CHP-QF,CISC,CA
MojaveSolarProject1,CSP,CISC,CA
MojaveSolarProject2,CSP,CISC,CA
Monroe_Street_6,Hydro,AVA,PNW
MontagueWind,Wind,BPAT,PNW
Montana_1_G1,Gas CT,EPE,NM
Montana_2_G2,Gas CT,EPE,NM
Montana_3_G3,Gas CT,EPE,NM
Montana_4_G4,Gas CT,EPE,NM
MontezumaWind1,Wind,CIPV,CA
MontezumaWind2,Wind,CIPV,CA
MontgomeryCreekHydro,Hydro,CIPV,CA
Monticello_1,Hydro,CIPV,CA
Monticello_2,Hydro,CIPV,CA
Monticello_3,Hydro,CIPV,CA
Montrose_Creek1,Hydro,BCHA,CAN
Montrose_Creek2,Hydro,BCHA,CAN
MoorePark_Agg,Gas CT,CISC,CA
MoraDrop,Hydro,IPTV,PNW
Mormon_Flat_MF1,Hydro,SRP,AZ
Mormon_Flat_MF2,Storage,SRP,AZ
Morony_MOR1,Hydro,NWMT,MT
Morony_MOR2,Hydro,NWMT,MT
Morrow_Point_1,Hydro,WACM,COWY
Morrow_Point_2,Hydro,WACM,COWY
MorrowPwrGT,Gas CT,BPAT,PNW
MorWind,Wind,CISC,CA
MossLanding_QF,Hydro,CIPV,CA
Mossyrock_51,Hydro,TPWR,PNW
Mossyrock_52,Hydro,TPWR,PNW
Mount_Elbert_1,Storage,WACM,COWY
Mount_Elbert_2,Storage,WACM,COWY
MountainView_PV,PV,NEVP,NV
MountainView1,Wind,CISC,CA
MountainView2,Wind,CISC,CA
MountainView3,Wind,CISC,CA
MountainView4,Wind,CISC,CA
MountainWind1,Wind,PAWY,COWY
MountainWind2,Wind,PAWY,COWY
MoyieSprings1,Hydro,BPAT,PNW
MoyieSprings2,Hydro,BPAT,PNW
MoyieSprings3,Hydro,BPAT,PNW
MoyieSprings4,Hydro,BPAT,PNW
MtLassenPwr,Biomass,CIPV,CA
MtnviewCC3-Total,Gas CC,CISC,CA
MtnviewCC4-Total,Gas CC,CISC,CA
MtPosoCogen,CHP-QF,CIPV,CA
MuckValley,Hydro,CIPV,CA
MudCreek_S_S_1,Hydro,IPMV,PNW
MudCreek_White,Hydro,IPMV,PNW
muni_pump_iid,DR,IID,CA
muni_pump_ldwp,DR,LDWP,CA
muni_pump_pge_bay,DR,CIPB,CA
muni_pump_pge_vly,DR,CIPV,CA
muni_pump_sce,DR,CISC,CA
muni_pump_sdge,DR,CISD,CA
muni_pump_smud,DR,BANC,CA
muni_pump_tidc,DR,TIDC,CA
Murphys_1,Hydro,CIPV,CA
MurrayTurbine1,Gas CT,PAUT,UT
MurrayTurbine2,Gas CT,PAUT,UT
MurrayTurbine3,Gas CT,PAUT,UT
MuskegG1_1,Gas CT,AESO,CAN
MuskegG2_2,Gas CT,AESO,CAN
Musselshell1,Wind,NWMT,MT
Musselshell2,Wind,NWMT,MT
Mystic_MYS1,Hydro,NWMT,MT
Mystic_MYS2,Hydro,NWMT,MT
NabiyeColdLake1,Gas CT,AESO,CAN
NabiyeColdLake2,Gas CT,AESO,CAN
NacimientoHydro1,Hydro,CIPV,CA
NacimientoHydro2,Hydro,CIPV,CA
Narrows1,Hydro,CIPV,CA
Narrows2,Hydro,CIPV,CA
NationalBankAZ,PV,TEPC,AZ
Naughton1,Coal,PAWY,COWY
Naughton2,Coal,PAWY,COWY
Naughton3Gas,Other,PAWY,COWY
Navajo_Dam_1,Hydro,WALC,AZ
Navajo_Dam_2,Hydro,WALC,AZ
Navajo_NAV1,Coal,SRP,AZ
Navajo_NAV2,Coal,SRP,AZ
Navajo_NAV3,Coal,SRP,AZ
NealHotSprings1,Geothermal,IPTV,PNW
NealHotSprings2,Geothermal,IPTV,PNW
NealHotSprings3,Geothermal,IPTV,PNW
NeboPwrStaCC-Total,Gas CC,PAUT,UT
NeilSimpson_GT1,Gas CT,WACM,COWY
NeilSimpson_GT2,Gas CT,WACM,COWY
NeilSimpson_ST1,Coal,WACM,COWY
NeilSimpson_ST2,Coal,WACM,COWY
NelsonCreek1296,Hydro,CIPV,CA
NevadaCogenCC1-Total,Gas CC,NEVP,NV
NevadaCogenCC2-Total,Gas CC,NEVP,NV
NevadaSolarOne,CSP,NEVP,NV
NEVP_PVF_18023,PV,VEA,NV
NEVP_PVF_18420,PV,NEVP,NV
NEVP_PVF_18912,PV,NEVP,NV
NEVP_PVT_18023,PV,VEA,NV
NEVP_PVT_18032,PV,NEVP,NV
NEVP_PVT_18420,PV,NEVP,NV
NEVP_PVT_18910,PV,NEVP,NV
NEVP_PVT_18911,PV,NEVP,NV
Newark_QF,Wind,CIPB,CA
Newby1_1,Biomass,CIPB,CA
Newby1-2,Biomass,CIPB,CA
Newby1-3,Biomass,CIPB,CA
Newby1-4,Biomass,CIPB,CA
Newby2_1,Biomass,CIPB,CA
Newby2_2,Biomass,CIPB,CA
Newby2_3,Biomass,CIPB,CA
Newcastle_1,Hydro,CIPV,CA
NewHogan1,Hydro,CIPV,CA
NewHogan2,Hydro,CIPV,CA
NewLahontan,Hydro,SPPC,NV
Newman_3,Other,EPE,NM
Newman_PV,PV,EPE,NM
Newman5CC-Total,Gas CC,EPE,NM
Newman6CC-Total,Gas CC,EPE,NM
NewMelones1,Hydro,CIPV,CA
NewMelones2,Hydro,BANC,CA
NewMexicoWindEC,Wind,PNM,NM
NGP_BlueMtn1,Geothermal,SPPC,NV
NGP_BlueMtn2,Geothermal,SPPC,NV
NGP_BlueMtn3,Geothermal,SPPC,NV
Nickel_1_Solar,PV,CIPV,CA
Niland01,Gas CT,IID,CA
Niland02,Gas CT,IID,CA
Niland03,Gas CT,IID,CA
Niland04,Gas CT,IID,CA
Niland05,Gas CT,IID,CA
Niland06,Gas CT,IID,CA
Niland07,Gas CT,IID,CA
Niland08,Gas CT,IID,CA
Niland09,Gas CT,IID,CA
Niland10,Gas CT,IID,CA
Nimbus_1,Hydro,CIPV,CA
Nimbus_2,Hydro,BANC,CA
NineCanyonWind1,Wind,BPAT,PNW
NineCanyonWind2,Wind,BPAT,PNW
NineCanyonWind3,Wind,BPAT,PNW
NineMile2Exp,Hydro,AVA,PNW
NineMile3,Hydro,AVA,PNW
NineMile4,Hydro,AVA,PNW
NipponBiomass,Biomass,BPAT,PNW
Nooksack,Hydro,PSEI,PNW
NorColorado_GE,Wind,PSCO,COWY
NorColorado_SEM,Wind,PSCO,COWY
North_Loop_1,Gas CT,TEPC,AZ
North_Loop_2,Gas CT,TEPC,AZ
North_Loop_3,Gas CT,TEPC,AZ
North_Loop_4,Gas CT,TEPC,AZ
Northeast_1,Gas CT,AVA,PNW
Northeast_2,Gas CT,AVA,PNW
NorthFork_CO,Hydro,PSCO,COWY
NorthFork_OR1,Hydro,PGE,PNW
NorthFork_OR2,Hydro,PGE,PNW
NorthHollywood1-1,Hydro,LDWP,CA
NorthHollywood1-2,Hydro,LDWP,CA
NorthHollywood1-3,Hydro,LDWP,CA
NorthHurlburt1,Wind,BPAT,PNW
NorthHurlburt2,Wind,BPAT,PNW
NorthIslandCC-Total,Gas CC,CISD,CA
NorthPalmSprngs,PV,CISC,CA
NorthSkyRiver,Wind,CISC,CA
NorthValmy2,Coal,SPPC,NV
NorthWind,Wind,CISC,CA
NotchButteGeoBon2,Hydro,IPMV,PNW
NovaJoffreCC-Total,Gas CC,AESO,CAN
Noxon_Rapids_1,Hydro,AVA,PNW
Noxon_Rapids_2,Hydro,AVA,PNW
Noxon_Rapids_3,Hydro,AVA,PNW
Noxon_Rapids_4,Hydro,AVA,PNW
Noxon_Rapids_5,Hydro,AVA,PNW
NRGBorrego,PV,CISD,CA
NRG-EC-SanDiego,Gas CT,CISD,CA
NRGrnWndfallPwr,Gas CT,AESO,CAN
NRGSolarRoadrunner,PV,EPE,NM
NrthwdGreenPwr,Biomass,BCHA,CAN
NTC-MCRD-CC-Total,Gas CC,CISD,CA
Nucla_1,Coal,WACM,COWY
Nucla_2,Coal,WACM,COWY
Nucla_3,Coal,WACM,COWY
Nucla_ST4,Coal,WACM,COWY
NW_StaveRiver1,Hydro,BCHA,CAN
NW_StaveRiver2,Hydro,BCHA,CAN
NW_StaveRiver3,Hydro,BCHA,CAN
Oak_Flat_1,Hydro,CIPV,CA
Oak_Grove_1,Hydro,PGE,PNW
Oak_Grove_2,Hydro,PGE,PNW
OakCreek1,Wind,CISC,CA
OakCreek2,Wind,CISC,CA
OakCreek3,Wind,CISC,CA
OakCreek4,Wind,CISC,CA
Oakland_Pwr1,Gas CT,CIPB,CA
Oakland_Pwr2,Gas CT,CIPB,CA
Oakland_Pwr3,Gas CT,CIPB,CA
OakleyCC-Total,Gas CC,CIPB,CA
Oasis_Wind_1,Wind,CISC,CA
Ocotillo_1,Other,AZPS,AZ
Ocotillo_2,Other,AZPS,AZ
Ocotillo_GT1,Gas CT,AZPS,AZ
Ocotillo_GT2,Gas CT,AZPS,AZ
Ocotillo_PV1,PV,AZPS,AZ
Ocotillo_PV2,PV,AZPS,AZ
Ocotillo_PVM,PV,AZPS,AZ
OcotilloExpress1,Wind,CISD,CA
OcotilloExpress2,Wind,CISD,CA
OcotilloSolProject,PV,CISD,CA
OgdenPwrPacific,Biomass,CIPV,CA
Oildale_Energy,Gas CT,CIPV,CA
OilFields_QF,Hydro,CIPV,CA
Oldman_2_2,Hydro,AESO,CAN
Oldman1-1,Hydro,AESO,CAN
OldManRiver,Wind,AESO,CAN
Olinda_LF1,Biomass,CISC,CA
Olinda_LF2,Biomass,CISC,CA
Olinda_LF3,Biomass,CISC,CA
OliphantRidge-1,Wind,BPAT,PNW
OliphantRidge-2,Wind,BPAT,PNW
Olive_O1,Other,LDWP,CA
Olive_O2,Other,LDWP,CA
OLSCamarilloCC-Total,Gas CC,CISC,CA
OLSChinoCC-Total,CHP-QF,CISC,CA
Olsen_GEN1,Hydro,CIPV,CA
Oneida_1,Hydro,PAID,PNW
Oneida_2,Hydro,PAID,PNW
Oneida_3,Hydro,PAID,PNW
ONeill_1,Storage,CIPV,CA
ONeill_2,Storage,CIPV,CA
ONeill_3,Storage,CIPV,CA
ONeill_4,Storage,CIPV,CA
ONeill_5,Storage,CIPV,CA
ONeill_6,Storage,CIPV,CA
Ontario_RT,PV,CISC,CA
Ontario1_1,Hydro,CISC,CA
Ontario1-2,Hydro,CISC,CA
Ontario1-3,Hydro,CISC,CA
Ontario2_1,Hydro,CISC,CA
OrangeGrove1,Gas CT,CISD,CA
OrangeGrove2,Gas CT,CISD,CA
OregonTrail,Wind,IPMV,PNW
Ormesa_I_ITLU1,Geothermal,IID,CA
Ormesa_I_ITLU2,Geothermal,IID,CA
Ormesa_I_OE11,Geothermal,IID,CA
Ormesa_I_OE12,Geothermal,IID,CA
Ormesa_I_OE14,Geothermal,IID,CA
Ormesa_I_OE15,Geothermal,IID,CA
Ormesa_I_OE21,Geothermal,IID,CA
Ormesa_I_OE22,Geothermal,IID,CA
Ormesa_I_OE24,Geothermal,IID,CA
Ormesa_I_OE25,Geothermal,IID,CA
Ormesa_I_OE31,Geothermal,IID,CA
Ormesa_I_OE32,Geothermal,IID,CA
Ormesa_IH_OE11,Geothermal,IID,CA
Ormesa_IH_OE12,Geothermal,IID,CA
Ormesa_IH_OE13,Geothermal,IID,CA
Ormesa_IH_OE14,Geothermal,IID,CA
Ormesa_IH_OE15,Geothermal,IID,CA
Ormesa_IH_OE16,Geothermal,IID,CA
Ormesa_IH_OE21,Geothermal,IID,CA
Ormesa_IH_OE22,Geothermal,IID,CA
Ormesa_IH_OE23,Geothermal,IID,CA
Ormesa_IH_OE24,Geothermal,IID,CA
Ormesa_IH_OE25,Geothermal,IID,CA
Ormesa_IH_OE26,Geothermal,IID,CA
Ormesa2_21,Geothermal,IID,CA
Ormesa2_22,Geothermal,IID,CA
Orodell_Hydro_1,Hydro,PSCO,COWY
OrovilleCogen1,Steam,CIPV,CA
OrovilleCogen2,Steam,CIPV,CA
OrovilleCogen3,Steam,CIPV,CA
OrovilleCogen4,Steam,CIPV,CA
OrovilleCogen5,Steam,CIPV,CA
OrovilleCogen6,Steam,CIPV,CA
OrovilleCogen7,Steam,CIPV,CA
Osage_1,Coal,WACM,COWY
Osage_2,Coal,WACM,COWY
Osage_3,Coal,WACM,COWY
OsoPump1,Other,CISC,CA
OsoPump2,Other,CISC,CA
OsoPump3,Other,CISC,CA
OsoPump4,Other,CISC,CA
OsoPump5,Other,CISC,CA
OsoPump6,Other,CISC,CA
OsoPump7,Other,CISC,CA
OsoPump8,Other,CISC,CA
Ostrom_Road,Biomass,CIPV,CA
OtayLF1,Biomass,CISD,CA
OtayLF2,Biomass,CISD,CA
OtayLF3,Biomass,CISD,CA
OtayMesaCC-Total,Gas CC,CISD,CA
OTCR-CIPB-Stor01,Storage,CIPB,CA
OTCR-CIPB-Stor02,Storage,CIPB,CA
OTCR-CIPB-Stor03,Storage,CIPV,CA
OTCR-CIPB-Stor04,Storage,CIPB,CA
OTCR-CIPB-Stor05,Storage,CIPB,CA
OTCR-CIPB-Stor06,Storage,CIPV,CA
OTCR-CIPB-Stor07,Storage,CIPB,CA
OTCR-CIPB-Stor08,Storage,CIPB,CA
OTCR-CIPV-Stor01,Storage,CIPV,CA
OTCR-CIPV-Stor02,Storage,CIPV,CA
OTCR-CIPV-Stor03,Storage,CIPV,CA
OTCR-CIPV-Stor04,Storage,CIPV,CA
OTCR-CIPV-Stor05,Storage,CIPV,CA
OTCR-CIPV-Stor06,Storage,CIPV,CA
OTCR-CIPV-Stor07,Storage,CIPV,CA
OTCR-CIPV-Stor08,Storage,CIPV,CA
OTCR-T1-4CISC-EE1,Other,CISC,CA
OTCR-T1-4CISC-EE2,Other,CISC,CA
OTCR-T1-4CISC-EE3,Other,CISC,CA
OTCR-T1-4CISC-EE4,Other,CISC,CA
OTCR-T1-4CISC-EE5,Other,CISC,CA
OTCR-T1-4CISC-EE6,Other,CISC,CA
OTCR-T1CISC-CT01,Gas CT,CISC,CA
OTCR-T1CISC-CT02,Gas CT,CISC,CA
OTCR-T1CISC-CT03,Gas CT,CISC,CA
OTCR-T1CISC-CT04,Gas CT,CISC,CA
OTCR-T1CISC-CT05,Gas CT,CISC,CA
OTCR-T1CISC-CT06,Gas CT,CISC,CA
OTCR-T1CISC-CT07,Gas CT,CISC,CA
OTCR-T1CISC-CT08,Gas CT,CISC,CA
OTCR-T1CISC-CT09,Gas CT,CISC,CA
OTCR-T1CISC-CT10,Gas CT,CISC,CA
OTCR-T1CISC-CT11,Gas CT,CISC,CA
OTCR-T1CISC-CT12,Gas CT,CISC,CA
OTCR-T1CISC-Stor01,Storage,CISC,CA
OTCR-T1CISC-Stor02,Storage,CISC,CA
OTCR-T1CISC-Stor03,Storage,CISC,CA
OTCR-T1CISC-Stor04,Storage,CISC,CA
OTCR-T1CISC-Stor05,Storage,CISC,CA
OTCR-T4CISC-CT1,Gas CT,CISC,CA
OTCR-T4CISC-CT2,Gas CT,CISC,CA
OTCR-T4CISC-CT3,Gas CT,CISC,CA
OTCR-T4CISC-CT4,Gas CT,CISC,CA
OTCR-T4CISC-DGPV1,PV,CISC,CA
OTCR-T4CISC-DGPV2,PV,CISC,CA
OTCR-T4CISC-DGPV3,PV,CISC,CA
OTCR-T4CISC-DGPV4,PV,CISC,CA
OTCR-T4CISC-DGPV5,PV,CISC,CA
OTCR-T4CISC-DGPV6,PV,CISC,CA
OTCR-T4CISD-DGPV01,PV,CISD,CA
OTCR-T4CISD-DGPV02,PV,CISD,CA
OTCR-T4CISD-DGPV03,PV,CISD,CA
OTCR-T4CISD-DGPV04,PV,CISD,CA
OTCR-T4CISD-DGPV05,PV,CISD,CA
OTCR-T4CISD-DGPV06,PV,CISD,CA
OTCR-T4CISD-DGPV07,PV,CISD,CA
OTCR-T4CISD-DGPV08,PV,CISD,CA
OTCR-T4CISD-DGPV09,PV,CISD,CA
OTCR-T4CISD-DGPV10,PV,CISD,CA
OTCR-T4CISD-EE01,Other,CISD,CA
OTCR-T4CISD-EE02,Other,CISD,CA
OTCR-T4CISD-EE03,Other,CISD,CA
OTCR-T4CISD-EE04,Other,CISD,CA
OTCR-T4CISD-EE05,Other,CISD,CA
OTCR-T4CISD-EE06,Other,CISD,CA
OTCR-T4CISD-EE07,Other,CISD,CA
OTCR-T4CISD-EE08,Other,CISD,CA
OTCR-T4CISD-EE09,Other,CISD,CA
OTCR-T4CISD-EE10,Other,CISD,CA
OTCR-T4CISD-Stor01,Storage,CISD,CA
OTCR-T4CISD-Stor02,Storage,CISD,CA
OteroCounty,PV,PNM,NM
OutbackChristms,PV,BPAT,PNW
OwyheeDam,Hydro,IPTV,PNW
Ox_Mountain1,Biomass,CIPB,CA
Ox_Mountain2,Biomass,CIPB,CA
Ox_Mountain3,Biomass,CIPB,CA
Ox_Mountain4,Biomass,CIPB,CA
Ox_Mountain5,Biomass,CIPB,CA
Ox_Mountain6,Biomass,CIPB,CA
Ox_Mountain7,Biomass,CIPB,CA
Oxbow_(CA)_1,Hydro,CIPV,CA
Oxbow_(OR)_1,Hydro,IPTV,PNW
Oxbow_(OR)_2,Hydro,IPTV,PNW
Oxbow_(OR)_3,Hydro,IPTV,PNW
Oxbow_(OR)_4,Hydro,IPTV,PNW
Oxnard_GEN2,CHP-QF,CISC,CA
OxnardPaperMill,Gas CT,CISC,CA
OxnardWWTreatment76,Biomass,CISC,CA
PACE_UT_PVF_65309,PV,PAUT,UT
PACE_UT_PVT_65135,PV,PAUT,UT
PACE_UT_PVT_67801,PV,PAWY,COWY
PacificLumber1,Biomass,CIPV,CA
PacificLumber2,Biomass,CIPV,CA
PacificLumber3,Biomass,CIPV,CA
PacificUltrapwr,Biomass,CIPV,CA
PacificWind,Wind,CISC,CA
Packwood,Hydro,BPAT,PNW
PACW_PVR_45183,RPV,PACW,PNW
PACW_PVR_45239,RPV,PACW,PNW
PACW_PVR_45317,RPV,PACW,PNW
Palisades_1,Hydro,PAID,PNW
Palisades_2,Hydro,PAID,PNW
Palisades_3,Hydro,PAID,PNW
Palisades_4,Hydro,PAID,PNW
Palmdale,Wind,CISC,CA
Palo_Verde_1,Nuclear,AZPS,AZ
Palo_Verde_2,Nuclear,AZPS,AZ
Palo_Verde_3,Nuclear,AZPS,AZ
Paloma_Solar,PV,AZPS,AZ
PalomarCC-Total,Gas CC,CISD,CA
PalomarMC,Gas CT,CISD,CA
PanocheEC1,Gas CT,CIPV,CA
PanocheEC2,Gas CT,CIPV,CA
PanocheEC3,Gas CT,CIPV,CA
PanocheEC4,Gas CT,CIPV,CA
PanochePeakerCT,Gas CT,CIPV,CA
PanPacificWebFlat,Hydro,CIPV,CA
Pardee_1,Hydro,CIPV,CA
Pardee_2,Hydro,CIPV,CA
Pardee_3,Hydro,CIPV,CA
Parker_1,Hydro,CIPV,CA
Parker_Dam_1,Hydro,WALC,AZ
Parker_Dam_2,Hydro,WALC,AZ
Parker_Dam_3,Hydro,WALC,AZ
Parker_Dam_4,Hydro,WALC,AZ
ParnsusCntrlCC-Total,Gas CC,CIPB,CA
ParqueEolico,Wind,CFE,MX
PastoriaCC1-Total,Gas CC,CISC,CA
PastoriaCC2-Total,Gas CC,CISC,CA
Pathfinder_CAES,Storage,PAUT,UT
Pathfinder_CAES_Gas,Storage,PAUT,UT
Patterson_Wind,Wind,CIPV,CA
PattersonPass1,Wind,CIPB,CA
PattersonPass2,Wind,CIPV,CA
PattersonPass3,Wind,CIPV,CA
PattersonPass4,Wind,CIPV,CA
PaTu_Wind,Wind,BPAT,PNW
Patua1A1,Geothermal,SPPC,NV
Patua1A2,Geothermal,SPPC,NV
Patua1A3,Geothermal,SPPC,NV
Patua1A4,Geothermal,SPPC,NV
Patua1A5,Geothermal,SPPC,NV
Patua1A6,Geothermal,SPPC,NV
PAUL_SWEET_QF,Biomass,CIPV,CA
Pawnee_1,Coal,PSCO,COWY
PaynesFerry,Wind,IPMV,PNW
Payson_86_1,Other,PAUT,UT
Payson_86_2,Other,PAUT,UT
Payson_86_3,Other,PAUT,UT
Payson_86_4,Other,PAUT,UT
PdteJuarez05,Other,CFE,MX
PdteJuarez06,Other,CFE,MX
PdteJuarez07,Gas CT,CFE,MX
PdteJuarez08,Gas CC,CFE,MX
PdteJuarez09,Gas CC,CFE,MX
PdteJuarezCC-Total,Gas CC,CFE,MX
PdteJuarezGT1,Gas CT,CFE,MX
PdteJuarezGT2,Gas CT,CFE,MX
Peace_Canyon_1,Hydro,BCHA,CAN
Peace_Canyon_2,Hydro,BCHA,CAN
Peace_Canyon_3,Hydro,BCHA,CAN
Peace_Canyon_4,Hydro,BCHA,CAN
PEARBMAP-1,Other,CISC,CA
PEARBMAP-2,Other,CISC,CA
PEARBMAP-3,Other,CISC,CA
PEARBMBP-4,Other,CISC,CA
PEARBMBP-5,Other,CISC,CA
PEARBMBP-6,Other,CISC,CA
PEARBMCP-7,Other,CISC,CA
PEARBMCP-8,Other,CISC,CA
PEARBMCP-9,Other,CISC,CA
PebbleSprings,Wind,BPAT,PNW
PE-BerkeleyCC-Total,CHP-QF,CIPV,CA
PEC_Headworks_1,Hydro,GCPD,PNW
PeetzTable1,Wind,PSCO,COWY
PeetzTable2,Wind,PSCO,COWY
Pelton_1,Hydro,PGE,PNW
Pelton_2,Hydro,PGE,PNW
Pelton_3,Hydro,PGE,PNW
PembinaRedwater,Gas CT,AESO,CAN
Penrose_LF,Biomass,LDWP,CA
Perrin_Ranch,Wind,AZPS,AZ
Perris_1,Hydro,CISC,CA
PGE_BAY_PVF_30020,PV,CIPB,CA
PGE_BAY_PVR_30042,RPV,CIPV,CA
PGE_BAY_PVR_30437,RPV,CIPB,CA
PGE_BAY_PVR_30520,RPV,CIPB,CA
PGE_BAY_PVR_30528,RPV,CIPB,CA
PGE_BAY_PVR_30535,RPV,CIPB,CA
PGE_BAY_PVR_30540,RPV,CIPB,CA
PGE_BAY_PVR_30543,RPV,CIPB,CA
PGE_BAY_PVR_30550,RPV,CIPB,CA
PGE_BAY_PVR_30554,RPV,CIPB,CA
PGE_BAY_PVR_30555,RPV,CIPB,CA
PGE_BAY_PVR_30562,RPV,CIPB,CA
PGE_BAY_PVR_30565,RPV,CIPB,CA
PGE_BAY_PVR_30585,RPV,CIPB,CA
PGE_BAY_PVR_30630,RPV,CIPB,CA
PGE_BAY_PVR_30685,RPV,CIPB,CA
PGE_BAY_PVR_30695,RPV,CIPB,CA
PGE_BAY_PVR_30700,RPV,CIPB,CA
PGE_BAY_PVR_30703,RPV,CIPB,CA
PGE_BAY_PVR_30705,RPV,CIPB,CA
PGE_BAY_PVR_30713,RPV,CIPB,CA
PGE_BAY_PVR_30716,RPV,CIPB,CA
PGE_BAY_PVR_30720,RPV,CIPB,CA
PGE_BAY_PVR_30730,RPV,CIPB,CA
PGE_BAY_PVR_30731,RPV,CIPB,CA
PGE_BAY_PVR_30733,RPV,CIPB,CA
PGE_BAY_PVR_35219,RPV,CIPB,CA
PGE_BAY_PVR_36893,RPV,CIPB,CA
PGE_BAY_PVT_30324,PV,CIPB,CA
PGE_BAY_PVT_30440,PV,CIPB,CA
PGE_BAY_PVT_30503,PV,CIPB,CA
PGE_BAY_PVT_30554,PV,CIPB,CA
PGE_VLY_PVF_30042,PV,CIPV,CA
PGE_VLY_PVF_30489,PV,CIPV,CA
PGE_VLY_PVF_30520,PV,CIPV,CA
PGE_VLY_PVF_30655,PV,CIPV,CA
PGE_VLY_PVF_30705,PV,CIPV,CA
PGE_VLY_PVF_30760,PV,CIPV,CA
PGE_VLY_PVF_30860,PV,CIPV,CA
PGE_VLY_PVF_30905,PV,CIPV,CA
PGE_VLY_PVF_30973,PV,CIPV,CA
PGE_VLY_PVF_38600,PV,CIPV,CA
PGE_VLY_PVR_30040,RPV,CIPV,CA
PGE_VLY_PVR_30045,RPV,CIPV,CA
PGE_VLY_PVR_30057,RPV,CIPV,CA
PGE_VLY_PVR_30110,RPV,CIPV,CA
PGE_VLY_PVR_30335,RPV,CIPV,CA
PGE_VLY_PVR_30337,RPV,CIPV,CA
PGE_VLY_PVR_30348,RPV,CIPV,CA
PGE_VLY_PVR_30465,RPV,CIPV,CA
PGE_VLY_PVR_30467,RPV,CIPV,CA
PGE_VLY_PVR_30489,RPV,CIPV,CA
PGE_VLY_PVR_30536,RPV,CIPB,CA
PGE_VLY_PVR_30559,RPV,CIPB,CA
PGE_VLY_PVR_30800,RPV,CIPV,CA
PGE_VLY_PVR_30850,RPV,CIPV,CA
PGE_VLY_PVR_30905,RPV,CIPV,CA
PGE_VLY_PVR_30930,RPV,CIPV,CA
PGE_VLY_PVR_30940,RPV,CIPV,CA
PGE_VLY_PVR_30945,RPV,CIPV,CA
PGE_VLY_PVT_30055,PV,CIPV,CA
